,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
971,Malaria,5,11,25,28,31,34,40,97,140,140,140,140,140,140,140,140,140
972,Malaria,5,11,25,28,31,34,40,97,140,140,140,140,140,140,140,140,140
973,Malaria,11,25,28,31,34,40,97,140,140,140,140,140,140,140,140,140,140
974,Malaria,5,25,28,31,34,40,97,140,140,140,140,140,140,140,140,140,140
975,Malaria,5,11,28,31,34,40,97,140,140,140,140,140,140,140,140,140,140
976,Malaria,5,11,25,31,34,40,97,140,140,140,140,140,140,140,140,140,140
977,Malaria,5,11,25,28,34,40,97,140,140,140,140,140,140,140,140,140,140
978,Malaria,5,11,25,28,31,40,97,140,140,140,140,140,140,140,140,140,140
979,Malaria,5,11,25,28,31,34,97,140,140,140,140,140,140,140,140,140,140
980,Chicken pox,0,1,14,21,25,31,35,41,47,48,99,140,140,140,140,140,140
981,Chicken pox,1,14,21,25,31,35,41,47,48,99,140,140,140,140,140,140,140
982,Chicken pox,0,14,21,25,31,35,41,47,48,99,140,140,140,140,140,140,140
983,Chicken pox,0,1,21,25,31,35,41,47,48,99,140,140,140,140,140,140,140
984,Chicken pox,0,1,14,25,31,35,41,47,48,99,140,140,140,140,140,140,140
985,Chicken pox,0,1,14,21,31,35,41,47,48,99,140,140,140,140,140,140,140
986,Chicken pox,0,1,14,21,25,35,41,47,48,99,140,140,140,140,140,140,140
987,Chicken pox,0,1,14,21,25,31,41,47,48,99,140,140,140,140,140,140,140
988,Chicken pox,0,1,14,21,25,31,35,47,48,99,140,140,140,140,140,140,140
989,Chicken pox,0,1,14,21,25,31,35,41,48,99,140,140,140,140,140,140,140
990,Dengue,1,5,6,11,14,25,31,34,35,36,37,97,99,140,140,140,140
991,Dengue,1,5,6,11,14,25,31,34,35,36,37,48,99,140,140,140,140
992,Dengue,1,5,6,11,14,25,31,34,35,36,37,48,97,140,140,140,140
993,Dengue,1,5,6,11,14,25,31,34,35,36,37,48,97,99,140,140,140
994,Dengue,5,6,11,14,25,31,34,35,36,37,48,97,99,140,140,140,140
995,Dengue,1,6,11,14,25,31,34,35,36,37,48,97,99,140,140,140,140
996,Dengue,1,5,11,14,25,31,34,35,36,37,48,97,99,140,140,140,140
997,Dengue,1,5,6,14,25,31,34,35,36,37,48,97,99,140,140,140,140
998,Dengue,1,5,6,11,25,31,34,35,36,37,48,97,99,140,140,140,140
999,Dengue,1,5,6,11,14,31,34,35,36,37,48,97,99,140,140,140,140
1000,Typhoid,5,11,14,25,34,38,39,40,94,100,140,140,140,140,140,140,140
1001,Typhoid,5,11,14,25,31,38,39,40,94,100,140,140,140,140,140,140,140
1002,Typhoid,5,11,14,25,31,34,39,40,94,100,140,140,140,140,140,140,140
1003,Typhoid,5,11,14,25,31,34,38,40,94,100,140,140,140,140,140,140,140
1004,Typhoid,5,11,14,25,31,34,38,39,94,100,140,140,140,140,140,140,140
1005,Typhoid,5,11,14,25,31,34,38,39,40,100,140,140,140,140,140,140,140
1006,Typhoid,5,11,14,25,31,34,38,39,40,94,140,140,140,140,140,140,140
1007,Typhoid,5,11,14,25,31,34,38,39,40,94,100,140,140,140,140,140,140
1008,Typhoid,5,11,14,25,31,34,38,39,40,94,100,140,140,140,140,140,140
1009,Typhoid,5,14,25,31,34,38,39,40,94,100,140,140,140,140,140,140,140
1010,hepatitis A,6,11,32,33,34,35,39,40,41,43,97,140,140,140,140,140,140
1011,hepatitis A,6,11,32,33,34,35,39,40,41,43,97,140,140,140,140,140,140
1012,hepatitis A,11,32,33,34,35,39,40,41,43,97,140,140,140,140,140,140,140
1013,hepatitis A,6,32,33,34,35,39,40,41,43,97,140,140,140,140,140,140,140
1014,hepatitis A,6,11,33,34,35,39,40,41,43,97,140,140,140,140,140,140,140
1015,hepatitis A,6,11,32,34,35,39,40,41,43,97,140,140,140,140,140,140,140
1016,hepatitis A,6,11,32,33,35,39,40,41,43,97,140,140,140,140,140,140,140
1017,hepatitis A,6,11,32,33,34,39,40,41,43,97,140,140,140,140,140,140,140
1018,hepatitis A,6,11,32,33,34,35,40,41,43,97,140,140,140,140,140,140,140
1019,hepatitis A,6,11,32,33,34,35,39,41,43,97,140,140,140,140,140,140,140
1020,Hepatitis B,0,14,21,32,33,35,39,42,43,48,111,112,140,140,140,140,140
1021,Hepatitis B,0,14,21,32,33,35,39,42,43,48,111,112,140,140,140,140,140
1022,Hepatitis B,14,21,32,33,35,39,42,43,48,111,112,140,140,140,140,140,140
1023,Hepatitis B,0,21,32,33,35,39,42,43,48,111,112,140,140,140,140,140,140
1024,Hepatitis B,0,14,32,33,35,39,42,43,48,111,112,140,140,140,140,140,140
1025,Hepatitis B,0,14,21,33,35,39,42,43,48,111,112,140,140,140,140,140,140
1026,Hepatitis B,0,14,21,32,35,39,42,43,48,111,112,140,140,140,140,140,140
1027,Hepatitis B,0,14,21,32,33,39,42,43,48,111,112,140,140,140,140,140,140
1028,Hepatitis B,0,14,21,32,33,35,42,43,48,111,112,140,140,140,140,140,140
1029,Hepatitis B,0,14,21,32,33,35,39,43,48,111,112,140,140,140,140,140,140
1030,Hepatitis C,14,32,34,35,106,140,140,140,140,140,140,140,140,140,140,140,140
1031,Hepatitis C,14,32,34,35,43,106,140,140,140,140,140,140,140,140,140,140,140
1032,Hepatitis C,32,34,35,43,106,140,140,140,140,140,140,140,140,140,140,140,140
1033,Hepatitis C,14,34,35,43,106,140,140,140,140,140,140,140,140,140,140,140,140
1034,Hepatitis C,14,32,35,43,106,140,140,140,140,140,140,140,140,140,140,140,140
1035,Hepatitis C,14,32,34,43,106,140,140,140,140,140,140,140,140,140,140,140,140
1036,Hepatitis C,14,32,34,35,106,140,140,140,140,140,140,140,140,140,140,140,140
1037,Hepatitis C,14,32,34,35,43,140,140,140,140,140,140,140,140,140,140,140,140
1038,Hepatitis C,14,32,34,35,43,106,140,140,140,140,140,140,140,140,140,140,140
1039,Hepatitis C,14,32,34,35,43,106,140,140,140,140,140,140,140,140,140,140,140
1040,Hepatitis D,6,11,14,32,33,34,35,39,43,140,140,140,140,140,140,140,140
1041,Hepatitis D,11,14,32,33,34,35,39,43,140,140,140,140,140,140,140,140,140
1042,Hepatitis D,6,14,32,33,34,35,39,43,140,140,140,140,140,140,140,140,140
1043,Hepatitis D,6,11,32,33,34,35,39,43,140,140,140,140,140,140,140,140,140
1044,Hepatitis D,6,11,14,33,34,35,39,43,140,140,140,140,140,140,140,140,140
1045,Hepatitis D,6,11,14,32,34,35,39,43,140,140,140,140,140,140,140,140,140
1046,Hepatitis D,6,11,14,32,33,35,39,43,140,140,140,140,140,140,140,140,140
1047,Hepatitis D,6,11,14,32,33,34,39,43,140,140,140,140,140,140,140,140,140
1048,Hepatitis D,6,11,14,32,33,34,35,43,140,140,140,140,140,140,140,140,140
1049,Hepatitis D,6,11,14,32,33,34,35,39,140,140,140,140,140,140,140,140,140
1050,Hepatitis E,6,11,14,25,32,33,34,35,39,43,113,114,140,140,140,140,140
1051,Hepatitis E,6,11,14,25,32,33,34,35,39,43,44,113,114,140,140,140,140
1052,Hepatitis E,6,11,14,25,32,33,34,35,39,43,44,113,114,140,140,140,140
1053,Hepatitis E,11,14,25,32,33,34,35,39,43,44,113,114,140,140,140,140,140
1054,Hepatitis E,6,14,25,32,33,34,35,39,43,44,113,114,140,140,140,140,140
1055,Hepatitis E,6,11,25,32,33,34,35,39,43,44,113,114,140,140,140,140,140
1056,Hepatitis E,6,11,14,32,33,34,35,39,43,44,113,114,140,140,140,140,140
1057,Hepatitis E,6,11,14,25,33,34,35,39,43,44,113,114,140,140,140,140,140
1058,Hepatitis E,6,11,14,25,32,34,35,39,43,44,113,114,140,140,140,140,140
1059,Hepatitis E,6,11,14,25,32,33,35,39,43,44,113,114,140,140,140,140,140
1060,Alcoholic hepatitis,11,32,39,46,115,116,45,140,140,140,140,140,140,140,140,140,140
1061,Alcoholic hepatitis,11,32,39,46,115,116,45,140,140,140,140,140,140,140,140,140,140
1062,Alcoholic hepatitis,32,39,46,115,116,45,140,140,140,140,140,140,140,140,140,140,140
1063,Alcoholic hepatitis,11,39,46,115,116,45,140,140,140,140,140,140,140,140,140,140,140
1064,Alcoholic hepatitis,11,32,46,115,116,45,140,140,140,140,140,140,140,140,140,140,140
1065,Alcoholic hepatitis,11,32,39,115,116,45,140,140,140,140,140,140,140,140,140,140,140
1066,Alcoholic hepatitis,11,32,39,46,116,45,140,140,140,140,140,140,140,140,140,140,140
1067,Alcoholic hepatitis,11,32,39,46,115,45,140,140,140,140,140,140,140,140,140,140,140
1068,Alcoholic hepatitis,11,32,39,46,115,116,140,140,140,140,140,140,140,140,140,140,140
1069,Alcoholic hepatitis,11,32,39,46,115,116,45,140,140,140,140,140,140,140,140,140,140
1070,Tuberculosis,5,11,14,19,24,25,27,28,35,41,43,47,48,50,56,117,140
1071,Tuberculosis,5,11,14,19,24,25,27,28,35,41,43,47,48,50,56,117,140
1072,Tuberculosis,11,14,19,24,25,27,28,35,41,43,47,48,50,56,117,140,140
1073,Tuberculosis,5,14,19,24,25,27,28,35,41,43,47,48,50,56,117,140,140
1074,Tuberculosis,5,11,19,24,25,27,28,35,41,43,47,48,50,56,117,140,140
1075,Tuberculosis,5,11,14,24,25,27,28,35,41,43,47,48,50,56,117,140,140
1076,Tuberculosis,5,11,14,19,25,27,28,35,41,43,47,48,50,56,117,140,140
1077,Tuberculosis,5,11,14,19,24,27,28,35,41,43,47,48,50,56,117,140,140
1078,Tuberculosis,5,11,14,19,24,25,28,35,41,43,47,48,50,56,117,140,140
1079,Tuberculosis,5,11,14,19,24,25,27,35,41,43,47,48,50,56,117,140,140
1080,Common Cold,3,5,14,24,25,31,47,48,50,51,52,53,54,55,56,88,97
1081,Common Cold,3,5,14,24,25,31,47,48,50,51,52,53,54,55,56,88,97
1082,Common Cold,5,14,24,25,31,47,48,50,51,52,53,54,55,56,88,97,140
1083,Common Cold,3,14,24,25,31,47,48,50,51,52,53,54,55,56,88,97,140
1084,Common Cold,3,5,24,25,31,47,48,50,51,52,53,54,55,56,88,97,140
1085,Common Cold,3,5,14,25,31,47,48,50,51,52,53,54,55,56,88,97,140
1086,Common Cold,3,5,14,24,31,47,48,50,51,52,53,54,55,56,88,97,140
1087,Common Cold,3,5,14,24,25,47,48,50,51,52,53,54,55,56,88,97,140
1088,Common Cold,3,5,14,24,25,31,48,50,51,52,53,54,55,56,88,97,140
1089,Common Cold,3,5,14,24,25,31,47,50,51,52,53,54,55,56,88,97,140
1090,Pneumonia,5,14,24,25,27,28,48,56,58,108,140,140,140,140,140,140,140
1091,Pneumonia,5,14,24,25,27,28,48,50,56,58,108,140,140,140,140,140,140
1092,Pneumonia,5,14,24,25,27,28,48,50,56,58,108,140,140,140,140,140,140
1093,Pneumonia,14,24,25,27,28,48,50,56,58,108,140,140,140,140,140,140,140
1094,Pneumonia,5,24,25,27,28,48,50,56,58,108,140,140,140,140,140,140,140
1095,Pneumonia,5,14,25,27,28,48,50,56,58,108,140,140,140,140,140,140,140
1096,Pneumonia,5,14,24,27,28,48,50,56,58,108,140,140,140,140,140,140,140
1097,Pneumonia,5,14,24,25,28,48,50,56,58,108,140,140,140,140,140,140,140
1098,Pneumonia,5,14,24,25,27,48,50,56,58,108,140,140,140,140,140,140,140
1099,Pneumonia,5,14,24,25,27,28,50,56,58,108,140,140,140,140,140,140,140
1100,Dimorphic hemmorhoids(piles),38,59,60,61,62,140,140,140,140,140,140,140,140,140,140,140,140
1101,Dimorphic hemmorhoids(piles),38,59,60,61,62,140,140,140,140,140,140,140,140,140,140,140,140
1102,Dimorphic hemmorhoids(piles),38,59,60,61,62,140,140,140,140,140,140,140,140,140,140,140,140
1103,Dimorphic hemmorhoids(piles),59,60,61,62,140,140,140,140,140,140,140,140,140,140,140,140,140
1104,Dimorphic hemmorhoids(piles),38,60,61,62,140,140,140,140,140,140,140,140,140,140,140,140,140
1105,Dimorphic hemmorhoids(piles),38,59,61,62,140,140,140,140,140,140,140,140,140,140,140,140,140
1106,Dimorphic hemmorhoids(piles),38,59,60,62,140,140,140,140,140,140,140,140,140,140,140,140,140
1107,Dimorphic hemmorhoids(piles),38,59,60,61,140,140,140,140,140,140,140,140,140,140,140,140,140
1108,Dimorphic hemmorhoids(piles),38,59,60,61,62,140,140,140,140,140,140,140,140,140,140,140,140
1109,Dimorphic hemmorhoids(piles),38,59,60,61,62,140,140,140,140,140,140,140,140,140,140,140,140
1110,Heart attack,11,27,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140
1111,Heart attack,11,27,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140
1112,Heart attack,27,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140,140
1113,Heart attack,11,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140,140
1114,Heart attack,11,27,56,140,140,140,140,140,140,140,140,140,140,140,140,140,140
1115,Heart attack,11,27,28,140,140,140,140,140,140,140,140,140,140,140,140,140,140
1116,Heart attack,11,27,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140
1117,Heart attack,27,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140,140
1118,Heart attack,11,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140,140
1119,Heart attack,11,27,56,140,140,140,140,140,140,140,140,140,140,140,140,140,140
1120,Varicose veins,14,65,66,67,68,69,118,140,140,140,140,140,140,140,140,140,140
1121,Varicose veins,14,65,66,67,68,69,118,140,140,140,140,140,140,140,140,140,140
1122,Varicose veins,65,66,67,68,69,118,140,140,140,140,140,140,140,140,140,140,140
1123,Varicose veins,14,66,67,68,69,118,140,140,140,140,140,140,140,140,140,140,140
1124,Varicose veins,14,65,67,68,69,118,140,140,140,140,140,140,140,140,140,140,140
1125,Varicose veins,14,65,66,68,69,118,140,140,140,140,140,140,140,140,140,140,140
1126,Varicose veins,14,65,66,67,69,118,140,140,140,140,140,140,140,140,140,140,140
1127,Varicose veins,14,65,66,67,68,118,140,140,140,140,140,140,140,140,140,140,140
1128,Varicose veins,14,65,66,67,68,69,140,140,140,140,140,140,140,140,140,140,140
1129,Varicose veins,14,65,66,67,68,118,140,140,140,140,140,140,140,140,140,140,140
1130,Hypothyroidism,14,15,17,18,21,64,70,71,72,73,95,96,101,140,140,140,140
1131,Hypothyroidism,14,15,17,18,21,64,70,71,72,73,95,96,101,140,140,140,140
1132,Hypothyroidism,15,17,18,21,64,70,71,72,73,95,96,101,140,140,140,140,140
1133,Hypothyroidism,15,17,18,21,64,70,71,72,73,95,96,101,140,140,140,140,140
1134,Hypothyroidism,14,17,18,21,64,70,71,72,73,95,96,101,140,140,140,140,140
1135,Hypothyroidism,14,15,18,21,64,70,71,72,73,95,96,101,140,140,140,140,140
1136,Hypothyroidism,14,15,17,21,64,70,71,72,73,95,96,101,140,140,140,140,140
1137,Hypothyroidism,14,15,17,18,64,70,71,72,73,95,96,101,140,140,140,140,140
1138,Hypothyroidism,14,15,17,18,21,70,71,72,73,95,96,101,140,140,140,140,140
1139,Hypothyroidism,14,15,17,18,21,64,71,72,73,95,96,101,140,140,140,140,140
1140,Hyperthyroidism,14,18,19,20,28,40,58,74,80,96,101,140,140,140,140,140,140
1141,Hyperthyroidism,14,18,19,20,28,40,58,74,80,96,101,140,140,140,140,140,140
1142,Hyperthyroidism,18,19,20,28,40,58,74,80,96,101,140,140,140,140,140,140,140
1143,Hyperthyroidism,14,19,20,28,40,58,74,80,96,101,140,140,140,140,140,140,140
1144,Hyperthyroidism,14,18,20,28,40,58,74,80,96,101,140,140,140,140,140,140,140
1145,Hyperthyroidism,14,18,19,28,40,58,74,80,96,101,140,140,140,140,140,140,140
1146,Hyperthyroidism,14,18,19,20,40,58,74,80,96,101,140,140,140,140,140,140,140
1147,Hyperthyroidism,14,18,19,20,28,58,74,80,96,101,140,140,140,140,140,140,140
1148,Hyperthyroidism,14,18,19,20,28,40,74,80,96,101,140,140,140,140,140,140,140
1149,Hyperthyroidism,14,18,19,20,28,40,58,80,96,101,140,140,140,140,140,140,140
1150,Hypoglycemia,11,14,16,28,31,34,49,74,77,96,119,140,140,140,140,140,140
1151,Hypoglycemia,11,14,16,28,31,34,49,74,76,77,96,119,140,140,140,140,140
1152,Hypoglycemia,11,14,16,28,31,34,49,74,76,77,96,119,140,140,140,140,140
1153,Hypoglycemia,14,16,28,31,34,49,74,76,77,96,119,140,140,140,140,140,140
1154,Hypoglycemia,11,16,28,31,34,49,74,76,77,96,119,140,140,140,140,140,140
1155,Hypoglycemia,11,14,28,31,34,49,74,76,77,96,119,140,140,140,140,140,140
1156,Hypoglycemia,11,14,16,31,34,49,74,76,77,96,119,140,140,140,140,140,140
1157,Hypoglycemia,11,14,16,28,34,49,74,76,77,96,119,140,140,140,140,140,140
1158,Hypoglycemia,11,14,16,28,31,49,74,76,77,96,119,140,140,140,140,140,140
1159,Hypoglycemia,11,14,16,28,31,34,74,76,77,96,119,140,140,140,140,140,140
1160,Osteoarthristis,6,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140
1161,Osteoarthristis,6,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140
1162,Osteoarthristis,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140,140
1163,Osteoarthristis,6,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140,140
1164,Osteoarthristis,6,63,79,82,120,140,140,140,140,140,140,140,140,140,140,140,140
1165,Osteoarthristis,6,63,78,82,120,140,140,140,140,140,140,140,140,140,140,140,140
1166,Osteoarthristis,6,63,78,79,120,140,140,140,140,140,140,140,140,140,140,140,140
1167,Osteoarthristis,6,63,78,79,82,140,140,140,140,140,140,140,140,140,140,140,140
1168,Osteoarthristis,6,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140
1169,Osteoarthristis,6,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140
1170,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
1171,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
1172,Arthritis,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140,140
1173,Arthritis,80,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140,140
1174,Arthritis,80,81,83,120,140,140,140,140,140,140,140,140,140,140,140,140,140
1175,Arthritis,80,81,82,120,140,140,140,140,140,140,140,140,140,140,140,140,140
1176,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
1177,Arthritis,80,81,82,83,140,140,140,140,140,140,140,140,140,140,140,140,140
1178,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
1179,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
1180,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140
1181,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140
1182,(vertigo) Paroymsal  Positional Vertigo,31,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140,140
1183,(vertigo) Paroymsal  Positional Vertigo,11,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140,140
1184,(vertigo) Paroymsal  Positional Vertigo,11,31,84,85,86,140,140,140,140,140,140,140,140,140,140,140,140
1185,(vertigo) Paroymsal  Positional Vertigo,11,31,34,85,86,140,140,140,140,140,140,140,140,140,140,140,140
1186,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,86,140,140,140,140,140,140,140,140,140,140,140,140
1187,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,85,140,140,140,140,140,140,140,140,140,140,140,140
1188,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140
1189,(vertigo) Paroymsal  Positional Vertigo,11,31,34,85,86,140,140,140,140,140,140,140,140,140,140,140,140
1190,Acne,1,121,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140
1191,Acne,1,121,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140
1192,Acne,121,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140,140
1193,Acne,1,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140,140
1194,Acne,1,121,123,140,140,140,140,140,140,140,140,140,140,140,140,140,140
1195,Acne,1,121,122,140,140,140,140,140,140,140,140,140,140,140,140,140,140
1196,Acne,1,121,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140
1197,Acne,1,121,122,140,140,140,140,140,140,140,140,140,140,140,140,140,140
1198,Acne,1,121,123,140,140,140,140,140,140,140,140,140,140,140,140,140,140
1199,Acne,1,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140,140
1200,Urinary tract infection,12,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140
1201,Urinary tract infection,12,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140
1202,Urinary tract infection,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140,140
1203,Urinary tract infection,12,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140,140
1204,Urinary tract infection,12,89,91,140,140,140,140,140,140,140,140,140,140,140,140,140,140
1205,Urinary tract infection,12,89,90,140,140,140,140,140,140,140,140,140,140,140,140,140,140
1206,Urinary tract infection,12,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140
1207,Urinary tract infection,12,89,91,140,140,140,140,140,140,140,140,140,140,140,140,140,140
1208,Urinary tract infection,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140,140
1209,Urinary tract infection,12,89,91,140,140,140,140,140,140,140,140,140,140,140,140,140,140
1210,Psoriasis,1,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140
1211,Psoriasis,1,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140
1212,Psoriasis,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140,140
1213,Psoriasis,1,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140,140
1214,Psoriasis,1,6,125,126,127,140,140,140,140,140,140,140,140,140,140,140,140
1215,Psoriasis,1,6,124,126,127,140,140,140,140,140,140,140,140,140,140,140,140
1216,Psoriasis,1,6,124,125,127,140,140,140,140,140,140,140,140,140,140,140,140
1217,Psoriasis,1,6,124,125,126,140,140,140,140,140,140,140,140,140,140,140,140
1218,Psoriasis,1,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140
1219,Psoriasis,1,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140
1220,Impetigo,1,25,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140
1221,Impetigo,1,25,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140
1222,Impetigo,25,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140,140
